"識別碼","CHINESE","TAIWANESE","ForPA","TLPA"
55875,"臨機應變","隨到隨當","sui5-gau3-sui5-dng1","sui5-kau3-sui5-tng1"
55876,"臨機應變","隨機應變","sui5-gi1-ing3-ben3","sui5-ki1-ing3-pian3"
55877,"臨機應變","臨時變竅","lim5-si5-ben3-kiau3","lim5-si5-pian3-khiau3"
55878,"舉一反三","講頭知尾","gong4-tau5-zai1-bhue4","kong2-thau5-cai1-bue2"
55879,"舉一反三","講頭著知轉尾","gong4-tau5-dierh6-zai1-dng4-bhue4","kong2-thau5-tioh8-cai1-tng2-bue2"
55880,"舉一反三","聽話頭","tiann1-ue2-tau5","thiann1-ue7-thau5"
55881,"舉一反三","知話尾","zai1-ue2-bhue4","cai1-ue7-bue2"
55882,"舉手","舉手","ghiah6-ciu4","giah8-chiu2"
55883,"舉手之勞","出一e5手耳","cut7-zit6-e5-ciu4-nia5","chut4-cit8-e5-chiu2-nia5"
55884,"舉手之勞","抱狗過戶碇","per2-gau4-gue3-ho2-ding2","pho7-kau2-kue3-hoo7-ting7"
55885,"舉手投足","伸跤出手","cun1-ka1-cut7-ciu4","chun1-kha1-chut4-chiu2"
55886,"舉手投足","起跤動手","ki4-ka1-dang2-ciu4","khi2-kha1-tang7-chiu2"
55887,"舉手投足","跤步手路","ka1-bo2-ciu4-lo2","kha1-poo7-chiu2-loo7"
55888,"舉手禮","行額禮","giann5-hiah6-le4","kiann5-hiah8-le2"
55889,"舉止","行放","giann5-bang3","kiann5-pang3"
55890,"舉止","相體","siang3-te4","siang3-the2"
55891,"舉止行動","行踏","giann5-dah6","kiann5-tah8"
55892,"舉止輕浮","無大才","bher5-dai2-zai5","bo5-tai7-cai5"
55893,"舉止輕浮","痟捋捋","siau4-lak6-lak6","siau2-lak8-lak8"
55894,"舉止輕浮,-難成大器","搖人無才","ier5-lang5-bher5-zai5","io5-lang5-bo5-cai5"
55895,"舉止輕浮,-難成大器","搖豬無tai5","ier5-di1-bher5-tai5","io5-ti1-bo5-thai5"
55896,"舉止輕浮,-難成大器","跳仔跳","tiau3-a4-tiau3","thiau3-a2-thiau3"
55897,"舉止輕浮,-難成大器","四兩料","si3-niu4-liau2","si3-niu2-liau7"
55898,"舉目","舉目","ghiah6-bhak6","giah8-bak8"
55899,"舉目無親","四目無親","si3-bhak6-bher5-cin1","si3-bak8-bo5-chin1"
55900,"舉目無親","四邊無一倚","si3-binn1-bher5-zit6-ua4","si3-pinn1-bo5-cit8-ua2"
55901,"舉目無親","跤目烏暗","ka1-bhak6-o1-am3","kha1-bak8-oo1-am3"
55902,"舉目無親","舉目無親","gi4-bhok6-bhu5-cin1","ki2-bok8-bu5-chin1"
55903,"舉足輕重","頓跤會振動","dng3-ka1-e2-din4-dang2","tng3-kha1-e7-tin2-tang7"
55904,"舉動","行動","giann5-dang2","kiann5-tang7"
55905,"舉國嘩然","歸國嘩起來","gui1-gok7-huah7-ki4-lai5","kui1-kok4-huah4-khi2-lai5"
55906,"舉措","行動","giann5-dang2","kiann5-tang7"
55907,"舉棋不定","三步行","sann1-bo2-giann5","sann1-poo7-kiann5"
55908,"舉棋不定","兩步退","nng2-bo2-te3","nng7-poo7-the3"
55909,"舉棋不定","跤步無定","ka1-bo2-bher5-diann2","kha1-poo7-bo5-tiann7"
55910,"舉發","檢舉","giam4-gi4","kiam2-ki2"
55911,"舉頭三尺有神明","人塊做","lang5-deh7-zer3","lang5-teh4-co3"
55912,"舉頭三尺有神明","天塊看","tinn1-deh7-kuann3","thinn1-teh4-khuann3"
55913,"舉頭三尺有神明","舉頭三尺有神明","ghiah6-tau5-sann1-cierh7-u2-sin5-bhing5","giah8-thau5-sann1-chioh4-u7-sin5-bing5"
55914,"艱苦","困難","kun3-lan5","khun3-lan5"
55915,"艱苦","艱苦","gan1-ko4","kan1-khoo2"
55916,"艱苦","艱計","gan1-ge3","kan1-ke3"
55917,"艱苦","艱難","gan1-lan5","kan1-lan5"
55918,"艱苦","艱難困苦","gan1-lan5-kun3-ko4","kan1-lan5-khun3-khoo2"
55919,"艱苦萬分","艱苦罪罫","gan1-ko4-ze2-gua3","kan1-khoo2-ce7-kua3"
55920,"艱鉅","硬斗","nge2-dau4","nge7-tau2"
55921,"艱鉅","硬水","nge2-zui4","nge7-cui2"
55922,"艱鉅","硬倒","nge2-dau4","nge7-tau2"
55923,"艱鉅","硬繚","ngi2-liau5","ngi7-liau5"
55924,"艱難","槌摃鐵","tui5-gong3-tih7","thui5-kong3-thih4"
55925,"艱難","艱難","gan1-lan5","kan1-lan5"
55926,"薪水階級","食頭路人","ziah6-tau5-lo2-lang5","ciah8-thau5-loo7-lang5"
55927,"薪火","柴火","ca5-hue4","cha5-hue2"
55928,"薪資","工錢","gang1-zinn5","kang1-cinn5"
55929,"薪資","月俸","ghueh6-hong2","gueh8-hong7"
55930,"薪資","月給","gheh6-gip7","geh8-kip4"
55931,"薪資","辛勞錢","sin1-ler5-zinn5","sin1-lo5-cinn5"
55932,"薪資","薪水","sin1-sui4","sin1-sui2"
55933,"薪資","薪俸","sin1-hong2","sin1-hong7"
55934,"薄如蟬翼","卡薄信紙","kah7-berh6-sin3-zua4","khah4-poh8-sin3-cua2"
55935,"薄如蟬翼","薄釐絲","berh6-li5-si1","poh8-li5-si1"
55936,"薄利品","硬頭貨","ngi2-tau5-hue3","ngi7-thau5-hue3"
55937,"薄命","命薄","mia2-berh6","mia7-poh8"
55938,"薄命","薄命","bok6-bhing2","pok8-bing7"
55939,"薄命","kiap7勢命","kiap7-si3-mia2","khiap4-si3-mia7"
55940,"薄倖","薄倖","bok6-hing2","pok8-hing7"
55941,"薄弱","軟汫","nng4-ziann4","nng2-ciann2"
55942,"薄情","袂做人","bhe2-zer3-lang5","be7-co3-lang5"
55943,"薄情","雄","hiong5","hiong5"
55944,"薄情","厭氣","en3-ki3","ian3-khi3"
55945,"薄情","薄倖","bok6-hing2","pok8-hing7"
55946,"薄情","薄情","bok6-zing5","pok8-cing5"
55947,"薄荷","薄荷","bok6-her5","pok8-ho5"
55948,"薄葉單棘魨","削皮魚","siah7-pue5-hi5","siah4-phue5-hi5"
55949,"薄葉單棘魨","gui1","gui1","kui1"
55950,"薄暮","日幻","rit6-huann4","jit8-huann2"
55951,"薄暮","暗影","am3-iann4","am3-iann2"
55952,"薄暮","顯烏","hiann4-o1","hiann2-oo1"
55953,"薄膜","薄膜","berh6-merh6","poh8-moh8"
55954,"蕾絲","鬚","ciu1","chiu1"
55955,"薜荔","天拋藤","ten1-pau1-din5","thian1-phau1-tin5"
55956,"薜荔","木瓜藤","bhok6-gue1-ding5","bok8-kue1-ting5"
55957,"薜荔","木蓮","bhok6-len5","bok8-lian5"
55958,"薜荔","石壁蓮","zierh6-biah7-len5","cioh8-piah4-lian5"
55959,"薜荔","風不動","hong1-but7-dong2","hong1-put4-tong7"
55960,"薜荔","薜荔","pik7-le2","phik4-le7"
55961,"薑是老的辣","老人老步定","lau2-lang5-lau2-bo2-diann2","lau7-lang5-lau7-poo7-tiann7"
55962,"薑是老的辣","少年卡動顯","siau3-len5-kah7-dang4-hiann4","siau3-lian5-khah4-tang2-hiann2"
55963,"薑是老的辣","老瓜澀蒂","lau2-gue1-siap7-di3","lau7-kue1-siap4-ti3"
55964,"薔薇","玫瑰","mui5-gui3","mui5-kui3"
55965,"薔薇","綢春","diu5-cun1","tiu5-chun1"
55966,"薔薇","綢春花","diu5-cun1-hue1","tiu5-chun1-hue1"
55967,"薔薇","薔薇","ciunn5-bhi5","chiunn5-bi5"
55968,"薯豆","牛屎柯","ghu5-sai4-ker1","gu5-sai2-kho1"
55969,"薯豆","羊仔屎","iunn5-a4-sai4","iunn5-a2-sai2"
55970,"薯豆","柯斗","ker1-dau4","kho1-tau2"
55971,"薯豆","香菇柴","hiunn1-go1-ca5","hiunn1-koo1-cha5"
55972,"薯豆","薯斗","zi5-dau4","ci5-tau2"
55973,"薯豆","薯豆","zi5-dau2","ci5-tau7"
55974,"薯條","蕃薯簽","han1-zi5-ciam1","han1-ci5-chiam1"
55975,"薯榔","薯榔","zu5-nng5","cu5-nng5"
55976,"薯榔","薯榔藤","zu5-nng5-din5","cu5-nng5-tin5"
55977,"薛氏琵琶賁","犁頭鯊","le5-tau5-sua1","le5-thau5-sua1"
55978,"薛氏琵琶賁","笨鯊","bun2-sua1","pun7-sua1"
55979,"薛氏琵琶賁","飯匙鯊","bng2-si5-sua1","png7-si5-sua1"
55980,"薊","紅角刺","ang5-gak7-ci3","ang5-kak4-chi3"
55981,"薊","墓仔埔草","bhong2-a4-bo1-cau4","bong7-a2-poo1-chau2"
55982,"薊","雞公刺","ge1-gang1-ci3","ke1-kang1-chi3"
55983,"薊","雞角刺","ge1-gak7-ci3","ke1-kak4-chi3"
55984,"薊","雞角胎","ge1-gak7-tai1","ke1-kak4-thai1"
55985,"薊","雞薊捲","ge1-ge3-gng4","ke1-ke3-kng2"
55986,"薦任","薦任","zen3-rim2","cian3-jim7"
55987,"薦骨","尾胴骨","bhue4-dang5-gut7","bue2-tang5-kut4"
55988,"薦骨","尾椎骨","bhue4-zui1-gut7","bue2-cui1-kut4"
55989,"薦骨","尾岭骨","bhue4-nia2-gut7","bue2-nia7-kut4"
55990,"薏苡","川殼","cuan1-kak7","chuan1-khak4"
55991,"薏苡","菩提子","po5-te5-zu4","phoo5-the5-cu2"
55992,"薏苡","鴨母珠","ah7-bher4-zu1","ah4-bo2-cu1"
55993,"薏苡","薏仁","i3-rin5","i3-jin5"
55994,"薏苡","薏米","i3-bhi4","i3-bi2"
55995,"薏苡","薏苡","i3-i4","i3-i2"
55996,"蕺菜","九節蓮","gau4-zat7-len5","kau2-cat4-lian5"
55997,"蕺菜","狗粒米","gau4-liap6-bhi4","kau2-liap8-bi2"
55998,"蕺菜","狗貼耳","gau4-dah7-hinn2","kau2-tah4-hinn7"
55999,"蕺菜","臭菜","cau3-cai3","chau3-chai3"
56000,"蕺菜","臭臊草","cau3-cer1-cau4","chau3-cho1-chau2"
56001,"蕺菜","魚臊草","hi5-cer1-cau4","hi5-cho1-chau2"
56002,"蕗蕎","蕗蕎","lo2-gier2","loo7-kio7"
56003,"蕗蕎","蕗蕎蔥","lo2-gier2-cang1","loo7-kio7-chang1"
56004,"蕹菜","蕹菜","ing3-cai3","ing3-chai3"
56005,"虧心事","虧心行","kui1-sim1-hing2","khui1-sim1-hing7"
56006,"虧欠","欠缺","kiam3-kueh7","khiam3-khueh4"
56007,"虧欠","侵欠","cim1-kiam3","chim1-khiam3"
56008,"虧本","了本","liau4-bun4","liau2-pun2"
56009,"虧本","蝕本","sih6-bun4","sih8-pun2"
56010,"虧本","蹋本","lap7-bun4","lap4-pun2"
56011,"虧多了","了儕咯","liau4-ze2-lo3","liau2-ce7-loo3"
56012,"虧空殆盡","了盡","liau4-zin2","liau2-cin7"
56013,"虧空殆盡","了裼裼","liau4-teh7-teh7","liau2-theh4-theh4"
56014,"虧待","克虧","kik7-kui1","khik4-khui1"
56015,"虧負","克虧","kik7-kui1","khik4-khui1"
56016,"虧得","好得","her4-dit7","ho2-tit4"
56017,"虧損","了錢","liau4-zinn5","liau2-cinn5"
56018,"虧損","克虧","kik7-kui1","khik4-khui1"
56019,"虧損","倒侵","der3-cim1","to3-chim1"
56020,"虧錢","了錢","liau4-zinn5","liau2-cinn5"
56021,"蟑螂","壁先生","biah7-sen1-sinn1","piah4-sian1-sinn1"
56022,"蟑螂","蟉蠽","ga1-zuah6","ka1-cuah8"
56023,"蟑螂草","蟉蠽草","ga1-zuah6-cau4","ka1-cuah8-chau2"
56024,"螳螂","草猴","cau4-gau5","chau2-kau5"
56025,"螳螂當車","三兩雞仔佮虎拌獅","sann1-niu4-ge1-a4-gah7-ho4-buann2-sai1","sann1-niu2-ke1-a2-kah4-hoo2-puann7-sai1"
56026,"蟒蛇","蛇蟒","zua5-bhong4","cua5-bong2"
56027,"蟒蛇","蟒蛇","bhong4-zua5","bong2-cua5"
56028,"螫到","釘著","ding3-dierh6","ting3-tioh8"
56029,"螫到","螫著","cierh7-dierh6","chioh4-tioh8"
56030,"螻蛄","土狗仔","to5-gau4-a4","thoo5-kau2-a2"
56031,"螻蛄","杜扒仔","do2-beh7-a4","too7-peh4-a2"
56032,"螻蛄","杜截仔","do2-zat7-a4","too7-cat4-a2"
56033,"螻蟻尚且偷生,-何況是人","蛇欲命","zua5-bheh7-mia2","cua5-beh4-mia7"
56034,"螻蟻尚且偷生,-何況是人","老鼠也欲命","niau4-ci4-ia2-bheh7-mia2","niau2-chi2-ia7-beh4-mia7"
56035,"螺母","螺絲母","lo5-si1-bher4","loo5-si1-bo2"
56036,"螺紋","螺絲牙","lo5-si1-gha5","loo5-si1-ga5"
56037,"螺旋","捲螺","gng4-le5","kng2-le5"
56038,"螺旋狀","田螺仔形","can5-le5-a4-hing5","chan5-le5-a2-hing5"
56039,"螺旋狀","卷螺仔形","gng4-le5-a4-hing5","kng2-le5-a2-hing5"
56040,"螺旋狀","捲螺仔形","gng4-le5-a4-hing5","kng2-le5-a2-hing5"
56041,"螺旋梯","捲螺仔梯","gng4-le5-a4-tui1","kng2-le5-a2-thui1"
56042,"螺旋梯","踅螺梯","seh6-le5-tui1","seh8-le5-thui1"
56043,"螺旋槳","車葉仔","cia1-iap6-a4","chia1-iap8-a2"
56044,"螺絲刀","螺絲絞","lo5-si1-ga4","loo5-si1-ka2"
56045,"螺絲刀","螺絲鏇","lo5-si1-zuan2","loo5-si1-cuan7"
56046,"螺絲刀","鏇仔","zun2-a4","cun7-a2"
56047,"螺絲刀","鏇篦","zun2-be1","cun7-pe1"
56048,"螺絲起子","螺絲絞","lo5-si1-ga4","loo5-si1-ka2"
56049,"螺絲釘","螺絲釘","lo5-si1-ding1","loo5-si1-ting1"
56050,"螺絲帽","螺母","le5-bher4","le5-bo2"
56051,"螺絲帽","螺絲母","lo5-si1-bher4","loo5-si1-bo2"
56052,"螺號","螺哨角","le5-sau3-gak7","le5-sau3-kak4"
56053,"螺鈿","螺鈿","le5-den2","le5-tian7"
56054,"螺鈿","螺疕","le5-pi4","le5-phi2"
56055,"螺鈿","蠔鏡","er5-giann3","o5-kiann3"
56056,"螺蓋","螺蒂","le5-di3","le5-ti3"
56057,"螺蓋","螺疕","le5-pi4","le5-phi2"
56058,"螺螄","螺仔","le5-a4","le5-a2"
56059,"螺髻","螺仔鬃","le5-a4-zang1","le5-a2-cang1"
56060,"螺髻","螺鬃","le5-zang1","le5-cang1"
56061,"蟋蟀","杜猴","do2-gau5","too7-kau5"
56062,"蟋蟀","烏龍","o1-liong5","oo1-liong5"
56063,"蟋蟀","莎雞","sa1-gue1","sa1-kue1"
56064,"蟋蟀","蟋蟀","sik7-sut7","sik4-sut4"
56065,"蟋蟀草","千斤草","cen1-gin1-cau4","chian1-kin1-chau2"
56066,"螯","蟳管","zim5-gong4","cim5-kong2"
56067,"螯","蟳管跤","zim5-gong4-ka1","cim5-kong2-kha1"
56068,"蟄居","踮孔","diam3-kang1","tiam3-khang1"
56069,"蟄居","踮跤","diam3-ka1","tiam3-kha1"
56070,"螽蟴","赤韁","ciah7-giunn1","chiah4-kiunn1"
56071,"螽蟴","草蜢","cau4-meh7","chau2-meh4"
56072,"螽蟴","草雞仔","cau4-ge1-a4","chau2-ke1-a2"
56073,"螽蟴","螽蟴","ziong1-su1","ciong1-su1"
56074,"褻瀆","褻瀆","set7-dok6","siat4-tok8"
56075,"褻瀆神明","穢惡神明","ue3-ok7-sin5-bhing5","ue3-ok4-sin5-bing5"
56076,"褻瀆神明","觸惡神明","cik7-o3-sin5-bhing5","chik4-oo3-sin5-bing5"
56077,"褶紙","褶紙","zih7-zua4","cih4-cua2"
56078,"襁褓","屎尿布","sai4-rier2-bo3","sai2-jio7-poo3"
56079,"襁褓","屎尿裙","sai4-rier2-gun5","sai2-jio7-kun5"
56080,"襁褓","屎尿眥","sai4-rier2-zu2","sai2-jio7-cu7"
56081,"襁褓","屎眥","sai4-zu2","sai2-cu7"
56082,"覬覦","數想","siau3-siunn2","siau3-siunn7"
56083,"覬覦","儑想","gham2-siunn2","gam7-siunn7"
56084,"謎語","謎","bhi2","bi7"
56085,"謎語","謎猜","bhi2-cai1","bi7-chai1"
56086,"謙卑","顧謙","go3-kiam1","koo3-khiam1"
56087,"謙虛","過謙","ger3-kiam1","ko3-khiam1"
56088,"謙虛","謙卑","kiam1-bi1","khiam1-pi1"
56089,"謙虛","謙虛","kiam1-hi1","khiam1-hi1"
56090,"謙虛","顧謙","go3-kiam1","koo3-khiam1"
56091,"謙遜","顧謙","go3-kiam1","koo3-khiam1"
56092,"講究","講究","gang4-giu3","kang2-kiu3"
56093,"講明","明品","bhing5-pin4","bing5-phin2"
56094,"講明","明唱","bhing5-ciang3","bing5-chiang3"
56095,"講東講西","講到東西二七八","gong4-gau3-dang1-sai1-ri2-cit7-bat7","kong2-kau3-tang1-sai1-ji7-chit4-pat4"
56096,"講東講西","講東講西","gong4-dang1-gong4-sai1","kong2-tang1-kong2-sai1"
56097,"講話不算話","講話無半折","gong4-ue2-bher5-buan3-zet7","kong2-ue7-bo5-puan3-ciat4"
56098,"講話不算話","講話無算話","gong4-ue2-bher5-sng3-ue2","kong2-ue7-bo5-sng3-ue7"
56099,"謊言","白賊話","beh6-cat6-ue2","peh8-chat8-ue7"
56100,"謊言","詨六話","hau1-lak6-ue2","hau1-lak8-ue7"
56101,"謊言","詨韶話","hau1-siau5-ue2","hau1-siau5-ue7"
56102,"謊花","空花","kang1-hue1","khang1-hue1"
56103,"謠言","風聲","hong1-siann1","hong1-siann1"
56104,"謠傳","喊","han4","han2"
56105,"謝世","過身","gue3-sin1","kue3-sin1"
56106,"謝罪","坐毋著","ze2-m2-dierh6","ce7-m7-tioh8"
56107,"謝罪","會毋著","hue2-m2-dierh6","hue7-m7-tioh8"
56108,"謝罪","謝罪","sia2-zue2","sia7-cue7"
56109,"謝謝","多謝","der1-sia2","to1-sia7"
56110,"謄清","抄正","cau1-ziann3","chau1-ciann3"
56111,"謄清","謄正","ting5-ziann3","thing5-ciann3"
56112,"謄清","謄清","ting5-cing1","thing5-ching1"
56113,"豁出去","拚落去","biann3-lerh6-ki3","piann3-loh8-khi3"
56114,"谿口","坑口","kenn1-kau4","khenn1-khau2"
56115,"谿口","坑門","kenn1-mng5","khenn1-mng5"
56116,"谿谷","坑谷","kenn1-gok7","khenn1-kok4"
56117,"谿壑","坑溝","kinn1-gau1","khinn1-kau1"
56118,"賺多少就用多少","趁偌儕","tan3-lua2-ze2","than3-lua7-ce7"
56119,"賺多少就用多少","用偌儕","iong2-lua2-ze2","iong7-lua7-ce7"
56120,"賺多少就用多少","趁溜溜","tan3-liu4-liu4","than3-liu2-liu2"
56121,"賺多少就用多少","食溜溜","ziah6-liu4-liu4","ciah8-liu2-liu2"
56122,"賺多少就用多少","盡趁盡開","zin2-tan3-zin2-kai1","cin7-than3-cin7-khai1"
56123,"賺多少就用多少","隨趁隨食","sui5-tan3-sui5-ziah6","sui5-than3-sui5-ciah8"
56124,"賺到","卯著","bhau4-dierh6","bau2-tioh8"
56125,"賺到","趁著","tan3-dierh6","than3-tioh8"
56126,"賺得多,-開銷也多","樹大影大","ciu2-dua2-iann4-dua2","chiu7-tua7-iann2-tua7"
56127,"賺黑錢","撥錢","bue4-zinn5","pue2-cinn5"
56128,"賺黑錢","掰錢","bue4-zinn5","pue2-cinn5"
56129,"賺錢","趁錢","tan3-zinn5","than3-cinn5"
56130,"賺錢不易","趁錢親像龜beh7壁","tan3-zinn5-cin1-ciunn2-gu1-beh7-biah7","than3-cinn5-chin1-chiunn7-ku1-peh4-piah4"
56131,"賺錢不易","了錢親像水崩崎","liau4-zinn5-cin1-ciunn2-zui4-bang1-gia2","liau2-cinn5-chin1-chiunn7-cui2-pang1-kia7"
56132,"賺錢不易","錢歹趁","zinn5-painn4-tan3","cinn5-phainn2-than3"
56133,"賺錢不易","錢四跤","zinn5-si3-ka1","cinn5-si3-kha1"
56134,"賺錢不易","人兩跤","lang5-nng2-ka1","lang5-nng7-kha1"
56135,"賺錢不易","錢erh7趁","zinn5-erh7-tan3","cinn5-oh4-than3"
56136,"賺頭","利頭","li2-tau5","li7-thau5"
56137,"賺頭","長頭","dng5-tau5","tng5-thau5"
56138,"賺頭","偏頭","pinn1-tau5","phinn1-thau5"
56139,"賽跑","走相迮","zau4-sier1","cau2-sio1-jik4"
56140,"賽跑","走飆","zau4-bier1","cau2-pio1"
56141,"賽跑","鬥走","dau3-zau4","tau3-cau2"
56142,"賽跑","鬥ghau5走","dau3-ghau5-zau4","tau3-gau5-cau2"
56143,"賽跑","賽ghau5走","se3-ghau5-zau4","se3-gau5-cau2"
56144,"賽過","贏過","iann5-gue3","iann5-kue3"
56145,"賽鴿","比鳥","bi4-ziau4","pi2-ciau2"
56146,"購票","扑票","pah7-pier3","phah4-phio3"
56147,"購買","交關","gau1-guan1","kau1-kuan1"
56148,"購置","建置","gen3-di3","kian3-ti3"
56149,"購置","蓄","hak7","hak4"
56150,"購置","購置","go3-di3","koo3-ti3"
56151,"購置田產","蓄田園","hak7-can5-hng5","hak4-chan5-hng5"
56152,"購置家俱","蓄傢伙","hak7-ge1-hue4","hak4-ke1-hue2"
56153,"趨之若騖","胡蠅吮屎疕","ho5-sin5-zng1-sai4-pi4","hoo5-sin5-cng1-sai2-phi2"
56154,"趨之若騖","舂頭磕額","zing1-tau5-kap6-hiah6","cing1-thau5-khap8-hiah8"
56155,"趨吉避凶","看人食肉","kuann3-lang5-ziah6-bhah7","khuann3-lang5-ciah8-bah4"
56156,"趨吉避凶","毋通看人破柴","m2-tang1-kuann3-lang5-pua3-ca5","m7-thang1-khuann3-lang5-phua3-cha5"
56157,"趨吉避凶","教囝泅","ga3-giann4-siu5","ka3-kiann2-siu5"
56158,"趨吉避凶","毋教囝上樹","m2-ga3-giann4-ziunn2-ciu2","m7-ka3-kiann2-ciunn7-chiu7"
56159,"趨炎附勢","三日倚東","sann1-rit6-ua4-dang1","sann1-jit8-ua2-tang1"
56160,"趨炎附勢","三日倚西","sann1-rit6-ua4-sai1","sann1-jit8-ua2-sai1"
56161,"趨炎附勢","西瓜倚大爿","si1-gue1-ua4-dua2-bing5","si1-kue1-ua2-tua7-ping5"
56162,"趨炎附勢","狗綴屁走","gau4-due3-pui3-zau4","kau2-tue3-phui3-cau2"
56163,"趨炎附勢","人綴勢走","lang5-due3-se3-zau4","lang5-tue3-se3-cau2"
56164,"趨炎附勢","倚衰倚旺","ua4-sue1-ua4-ong2","ua2-sue1-ua2-ong7"
56165,"趨炎附勢","傍官靠勢","bng2-guann1-ker3-se3","png7-kuann1-kho3-se3"
56166,"趨炎附勢","趨時涉勢","cu1-si5-siap6-se3","chu1-si5-siap8-se3"
56167,"趨勢","行向","giann5-hiong3","kiann5-hiong3"
56168,"趨勢","款制","kuan4-ze3","khuan2-ce3"
56169,"趨勢","款勢","kuan4-si3","khuan2-si3"
56170,"趨勢","範勢","ban2-se3","pan7-se3"
56171,"趨勢","趨勢","cu1-se3","chu1-se3"
56172,"蹉跎","延遷","en5-cen5","ian5-chian5"
56173,"蹉跎","宕","dong2","tong7"
56174,"蹉跎","宕時日","tong2-si5-rit6","thong7-si5-jit8"
56175,"蹊蹺","怪奇","guai3-gi5","kuai3-ki5"
56176,"蹊蹺","僥疑","ghiau5-ghi5","giau5-gi5"
56177,"蹊蹺","疑騃","ghi5-ngai4","gi5-ngai2"
56178,"蹊蹺","蹊翹","ki1-kiau1","khi1-khiau1"
56179,"蹊蹺","翹攲","kiau1-ki1","khiau1-khi1"
56180,"蹓躂","云","un5","un5"
56181,"蹓躂","行勻","giann5-un5","kiann5-un5"
56182,"蹓躂","數街路石","siau3-ge1-lo2-zierh6","siau3-ke1-loo7-cioh8"
56183,"蹓躂","趖","ser5","so5"
56184,"轄區","管區","guan4-ku1","kuan2-khu1"
56185,"輾死","轢死","gauh7-si4","kauh4-si2"
56186,"輾轉","一手過一手","zit6-ciu4-gue3-zit6-ciu4","cit8-chiu2-kue3-cit8-chiu2"
56187,"輾轉","盤轉","buann5-zuan4","puann5-cuan2"
56188,"輾轉","轉來轉去","dng4-lai5-dng4-ki3","tng2-lai5-tng2-khi3"
56189,"輾轉反側","反來反去","bing4-lai5-bing4-ki3","ping2-lai5-ping2-khi3"
56190,"輾轉反側","翻床舖","huan1-cng5-po1","huan1-chng5-phoo1"
56191,"輾轉反側","翻來翻去","huan1-lai5-huan1-ki3","huan1-lai5-huan1-khi3"
56192,"輾轉反側","翻舖","huan1-po1","huan1-phoo1"
56193,"輾轉反覆","推跋反","cia1-buah6-bing4","chia1-puah8-ping2"
56194,"輾轉數手","一手過一手","zit6-ciu4-gue3-zit6-ciu4","cit8-chiu2-kue3-cit8-chiu2"
56195,"轅門","轅門","uan5-bhun5","uan5-bun5"
56196,"輿論","公論","gong1-lun2","kong1-lun7"
56197,"輿論","輿論","i5-lun2","i5-lun7"
56198,"避不見面","罩不見天","da3-but7-gen3-ten1","ta3-put4-kian3-thian1"
56199,"避之唯恐不及","閃都毋著睇","siam4-der1-m2-dierh6-tih7","siam2-to1-m7-tioh8-thih4"
56200,"避免","避免","bi2-bhen4","pi7-bian2"
56201,"避走","閃走","siam4-zau4","siam2-cau2"
56202,"避雨","走雨","zau4-ho2","cau2-hoo7"
56203,"避雨","站雨","diam3-ho2","tiam3-hoo7"
56204,"避雨","閃雨","siam4-ho2","siam2-hoo7"
56205,"避雨","歇雨","hierh7-ho2","hioh4-hoo7"
56206,"避雨","辟雨","piah7-ho2","phiah4-hoo7"
56207,"避雨","圇雨","lun1-ho2","lun1-hoo7"
56208,"避雨","覕雨","bhih7-ho2","bih4-hoo7"
56209,"避風","站風","diam3-hong1","tiam3-hong1"
56210,"避風","逃風","der5-hong1","to5-hong1"
56211,"避風","閃風","siam4-hong1","siam2-hong1"
56212,"避風港","風垵","hong1-uann1","hong1-uann1"
56213,"避寒","歇冬","heh7-dang1","heh4-tang1"
56214,"避債","逃債","der5-ze3","to5-ce3"
56215,"避禍","辟厄","piah7-eh7","phiah4-eh4"
56216,"避禍","過厄","gue3-eh7","kue3-eh4"
56217,"避諱","忌剋","ki2-kik7","khi7-khik4"
56218,"避難","走反","zau4-huan4","cau2-huan2"
56219,"避難","避反","bi2-huan4","pi7-huan2"
56220,"還不錯","拗蠻仔","au4-bhan5-a4","au2-ban5-a2"
56221,"還不錯","猶算袂bhai4","iau3-sng3-bhe2-bhai4","iau3-sng3-be7-bai2"
56222,"還手","回手","hue5-ciu4","hue5-chiu2"
56223,"還手","抵手","du4-ciu4","tu2-chiu2"
56224,"還可以","猶會使","iau4-e2-sai4","iau2-e7-sai2"
56225,"還早","猶早咧","iau4-za4-leh7","iau2-ca2-leh4"
56226,"還有","益有","iah7-u2","iah4-u7"
56227,"還有","益閣有","iah7-gerh7-u2","iah4-koh4-u7"
56228,"還有","猶有","iau4-u2","iau2-u7"
56229,"還有救藥","猶有救","iau3-u2-giu3","iau3-u7-kiu3"
56230,"還有救藥","會哀才有醫","e2-ai1-ziah7-u2-i1","e7-ai1-ciah4-u7-i1"
56231,"還沒有","未曾","bhue2-zing5","bue7-cing5"
56232,"還沒有","猶未","iau3-bhue2","iau3-bue7"
56233,"還沒有","猶無","iau3-bher5","iau3-bo5"
