"國語漢字","台語拼音","國語注釋"
"酒矸塞仔","ziu1-gan2-tat1-a4","酒瓶塞子。"
"溫床","un2-cong5",
"床前明月光","cong2-zen5-bhing2-ghuat3-gong1","，通用白話音（cng5）~（sng5）。"
"眠床","bhin2-cng5",
"可惡","kor1-onn3","，一般多通用讀音（ok2）。"
"歹意","painn1-i3",
"雄戒戒","hiong2-gai4-gai3",
"臭奇奇","cau4-gia2-gia5","喻臭極了。一般通用文言音（gi5）。"
"規工","gui2-gang1","或"
"規日","gui2-(rit1/lit1)",
"通光","tang2-gng1","明白。"
"名足透","mia5-ziok1-tau3","出名，有名氣。"
"水-(bhe/bhue)-透","zui4-bhe3-tau3","水不通。"
"高梁","gor2-liang5","，白話音為（(niu5/nio5)）主要用於姓氏。"
"刀嘴","dor2-cui3",
"捲入旋渦","(guan1/gng1)-rip3-suan2-or1","比喻牽累到某事件，口語說"
"捲螺仔","gng1-le2-a4",
"捲螺仔水","gng1-le2-a1-zui4","旋渦式的水流。"
"捲螺風","(gng1/ga1)-le2-hong1",
"旋藤","suan2-din5",
"無影無跡","bhor2-iann1-bhor2-riah2","全屬子虛、毫無事實，"
"-mai-去卡好","mai4-ki3-ka1-hor4","不去比較好。"
"卡來卡去","kah3-lai2-kah1-ki0","；擋來擋去，或到處止步耗時間。又"
"卡着","kah1-diorh0","卡住、梗住。"
"相拄","sior2-du4","，相會面。"
"紅毛土","ang2-mng2-to5",
"退倒轉","te4-dor4-dng5","。歸還原處。"
"退燒","te4-sior1",
"退閃","te4-siam4",
"漲潮","diong4-diau5",
"退婚","te4-hun1",
"洗手","se1-ciu4",
"洗滌","se1-dik1",
"洗清氣","se1-cing2-ki3",
"-ciang-洗","ciang2-se4",
"後擺","au3-bai4",
"霧霧","bhu3-bhu2","模糊不清。"
"凊心","cin4-sim1",
"火灰","(hue1/he1)-hu1",
"薰屎","hun2-sai4",
"好彩頭","hor1-cai1-tau5","好預兆。"
"賣身","bhue3-sin1",
"舊曆","gu3-lik1",
"熱天衫","ruah3-tinn2-sann1",
"熱人","ruah1-lang0",
"揀食","ging1-ziah1","挑選食物。"
"青狂","cenn2-gong5",
"無閑","bhor2-ing5","表"
"足無閑","ziok1-bhor2-ing5","夠忙的了。"
"定涸涸","ding3-kok3-kok1",
"相應的","ho2","宜用"
"繁瑣","huan2-sor4",
"生湠〔澶〕","senn2-tuann3",
"批信","pue2-sin3",
"舉香綴拜","ghiah3-hionn1-due4-bai3",
"宄筋","giu4-gun1",
"抽","tiu2-kau1",
"鬥陣","dau4-din2",
"畏陰寒","ui4-iam2-guann5","背脊發冷，"
"半陰陽","buann4-iam2-(iu5/ionn5)","，訛音為（buann4-lam2-ionn5）指不男不女的陰陽人，一般多通用文言音（im1）。"
"塗州","to2-ziu1",
"-lan-脬","lan3-pa1",
"尺牘","cik1-tok1","以外少用。"
"走相掠","zau1-sior2-liah1","，追趕。"
"一堆塗","zit3-du2-to5","一堆土。一般讀文言音（dui1）。"
"飽淇","ba1-dinn2",
"雄雄想無","hiong2-hiong5-siunn3-bhor5","緊急中想不出來。"
"鴨角","ah1-gak2",
"爸爸","ba2-ba1",
"阿爸","a2-ba1","。白話音為（be2）。"
"老爸","lau3-be2","父親。"
"爸子","be3-giann4","父子。"
"樓台","lo2-dai5","，通用是白話音（lau5）。"
"逃避現實","dor2-bi3-hen3-sit1",
"趁食","tan4-ziah1",
"討趁","tor1-tan3",
"歹趁食","painn1-tan4-ziah1","不容易謀生。"
"野雞〔仔〕車","ia1-ge2-a1-cia1","指不合規章經營的汽車。"
"豬狗牲牲","di2-gau1-zing2-senn1",
"癡哥","ci2-gor1",
"肉皮","bhah1-pue5",
"豬頭柄","di2-tau2-binn3",
"豬腳蹄","di2-ka2-de5",
"累贅","lui1-zui3","多餘，麻煩。"
"連累","len2-lui2","，連帶受累，牽連。"
"勞累","lor2-lui2","勞苦困乏。"
"刁〔彫〕故意","diau2-go4-i3",
"揀食","ging1-ziah1",
"大細心","dua3-se4-sim1",
"偏人-(bhe/bhue)-好","pinn1-lang0-(bhue3/bhe3)-hor4","佔人家的便宜不會有好結果。"
"無偏頭","bhor2-pinn2-tau5","沒佔便宜。"
"結婚典禮","get1-hun2-den1-le4",
"潮州","dior2-ziu1",
"豆菜","dau3-cai3",
"豆餅","dau3-biann4","供豬飼料。"
"忽然間","hut3-len2-gan1",
"托嘴下斗","tuh1-cui4-e3-dau4",
"托咧","tann4-le0","用手掌托住。"
"落交","lau4-gau1",
"拍交落","pah1-ga2-lak1",
"愈來愈好","lu1-lai5-lu1-hor4","越來越好。"
"越愈困難","uat3-lu1-kun4-lan5","更加困難。"
"朱門酒肉臭","zu2-bhun5-ziu1-riok3-hiu3","有錢人的家裡有吃喝不完而讓它腐壞的酒肉。"
"血痣","(hueh1/huih1)-gi3",
"替身仔","tue4-sin1-a4","多用紙人形替代人受罪。"
"纖細","siam2-se3","，亦讀白話音（ciam2-se3），通常多讀白話音（ciam1）。"
"十指纖纖","sip3-zi4-ciam2-ciam1",
"尚且…何況","siong3-ciann4-hor2-hong4",
"忝痛","tiann4-tang3",
"楚霸王項羽","co1-ba4-ong5-hang3-u4",
"衣冠楚楚","i2-guan1-co1-co4",
"清楚","cing2-cor4",
"採購讀","cai1-gang4",
"石磨仔","ziorh3-bhor2-a4",
"挨石磨","e2-ziorh3-bhor2",
"折磨","zet1-bhua5","喻精神和肉體上受痛苦。"
"小人","siau1-rin5",
"我君","ghua1-gun1",
"夫君","hu2-gun1",
"摩天大樓","mo2-ten2-dua3-lau5",
"布碎仔","bo4-cui1-a4",
"掠着","liah1-diorh0",
"親小弟","cin2-sior1-di2",
"透大風落大雨","tau4-dua3-hong1-loh3-dua3-ho2",
"暴暴跳","bok3-bok3-tiau3",
"情形特殊","zing2-hing5-dik3-su5","特別不同。"
"走命","zau1-mia2",
"過身","gue4-sin1",
"壁壘","bik1-lui5","，喻對立的事物或界限，一般多通用白話音（biah2）。"
"下晡","e3-bo1","中午十二點鐘以後。"
"半暝","buann4-mi5",
"中晝","diong2-dau3",
"土粉","to2-hun4",
"蠓摔仔","bhang1-sut1-a4","手指粗長約50公分的桿子，一端裝上毛線或布條。"
"煙塵","en2-tun5","，文言音為（ian2-din5）殘留鍋底的煙燼，口語又說"
"煙塵烏","en2-din2-o1",
"食嘴殘","ziah3-cui4-zuann5","吃人家吃過（剩下）的東西。"
"冬節","dang2-zeh2","節氣名，在陽曆十二月二十二日或二十三日。這天北半球夜最長，晝最短，南半球相反。"
"婦人人","hu3-rin2-lang5","泛指婦女。"
"大人","dai3-rin5",
"拄着","du4-diorh0",
"碰着","bong3-diorh0",
"着災","diorh3-ze1",
"徐徐","si2-si5","，一般通用白話音（ci5），用於姓氏，又如"
"徐來","ci2-lai5","慢慢地來。"
"搖旗納喊","iau2-gi5-lap3-han4","喻替人助聲勢。一般通用白話音（ior5）"
"懸隔","hen2-gik2","多讀白話音（geh2）"
"隔暝","geh1-(me5/mi5)",
"隔夜","geh1-ia2",
"隔工","geh1-gang1","或"
"隔轉工","geh1-dng1-gang1",
"注文","zu4-bhun5","預約購買。"
"查-bo-子","za2-bo2-giann4",
"-bun-雞-gui-","bun2-ge2-gui1",
"果子園","gue1-zi1-hng5","果樹園。"
"破空","pua4-kang1",
"民族敗類","bhin2-zok3-bai3-lui2",
"敗戰","bai3-zen3",
"宋江","song4-gang1","小說《水滸傳》中的道領。"
"玻璃瓶","bor2-le2-ban5",
"作穡","zorh4-sit2",
"種作","zing4-zorh2","農業耕種的工作。"
"鐵甲車","tih4-gah1-cia1",
"條直","diau2-dit1","性情直率，不愛虛偽。"
"放定屎","bang4-ding3-sai4",
"目〔睭〕珠凝凝看","bhak3-ziu1-ghing2-ghing2-kuann3",
"金金看","gim2-gim2-kuann3",
"凝人","ghin2-lang5","。又俗音有（ghian5）"
"目珠凝凝","bhak3-ziu1-ghen2-ghen5","；喻眼睛凝重、呆滯。又音〈ghan5〉"
"水冷凝人","zui4-ling4-ghan5-lang0","水冷冷。"
"雪文","suat1-bhun5",
"齒岸","ki1-huann2",
"齒腳","ki1-ka1",
"鐵齒銅牙槽","tih1-ki4-dang2-ghe2-zor5",
"斬做兩截","zam3-zor4-lng3-zah1","切成兩段。"
"一截甘蔗","zit3-zah3-gam2-zia3","一小段甘蔗。"
"麻煩","ma2-huan5","煩瑣，費事。"
"癩","tai1-gor1","皮膚麻木，變厚、結節，毛髮脫落，感覺喪失，手指腳趾變形。"
"出癖","cut1-piah1",
"禁不住","gim2-but1-zu2",
"弱不禁風","riok3-but1-gim2-hong1","身體虛弱不勝風吹。"
"一盛大餅","zit3-siann3-dua3-biann4","，一般多通用文言音。"
"勻勻仔","un2-un2-a4",
"緊慢","gin1-bhan2",
"延期","en2-gi5",
"大淨","dua3-ziann2","，表性格激烈或粗暴的人。"
"毛利","mo2-li2",
"淨化環境","zing3-hua4-huan2-ging4",
"毛重","mo2-dang2",
"清氣","zing3-ki3",
"目珠","bhak3-ziu1",
"面昌","bhin3-ciunn1","面貌。如"
"歹面昌","(pai1/painn1)-bhin3-ciunn1","面有怒色或兇惡。"
"牽拖","kan2-tua1",
"好嘴水","hor1-cui4-sui4",
"嘴甜","cui4-dinn1",
"好嘴斗","hor1-cui4-dau4","不擇食，不偏食，反義語為"
"歹嘴斗","painn1-cui4-dau4",
"鐵齒","tih1-ki4",
"播稻仔","bo4-diu2-a4",
"道貌岸然","dor3-mau2-ghan3-len5","神態嚴肅的樣子，一般多通用白話音（huann2）。"
"草地","cau1-de2",
"草地","cau1-de2",
"厝邊頭尾","cu4-binn2-tau2-bhue4",
"街仔路","ge2-a1-lo2",
"姑不而將","go2-but1-ri2-ziong1",
"大姑頭仔","dua3-go2-tau2-a4","夫之姐。"
"習慣","sip3-guan3",
"慣賊","guan4-cat1",
"沓作伙","tah3-zor4-hue4","疊在一起。"
"勻勻仔來","un2-un2-a1-lai5","慢慢地進行，"
"勻勻仔是","un2-un2-a1-si2","別急。"
"頂下勻","ding1-e3-un5","上下輩。"
"紗窗","sa2-cong1",
"辯護士","ben3-ho3-su2","律師。"
"辯論","ben3-lun2",
"耳墜","hinn3-dui2",
"無氣無脈","bhor2-kui4-bhor2-meh1",
"圓舞曲","(uan2/inn2)-bhu1-kiok2","每節三拍的舞曲。"
"變弄","binn4-lang2",
"店舖","diam4-po1","商店。"
"店頭家","diam4-tau2-ge1","頭家即老闆，又說"
"店主","diam4-zu4",
"老闆","lau1-ban4",
"噴射機","pun4-sia3-gi1","噴射式飛機。"
"橫貫","huainn2-guan3",
"寸草心","cun4-cor1-sim1",
"汗顏難當","han3-ghan5-lan2-dong1",
"流規身軀汗","lau2-gui2-sin2-ku2-guann2",
"汗珠","guann3-zu1",
"流汗濕仔","lau2-guann3-sip2-a4","出微汗。"
"汗珠","guann3-zu1",
"掛腳","kue4-ka1","靠腳。又讀（gue4）墊也，如"
"掛高起來","gue4-guan5-ki0-lai0","，惟一般多通用文言音（gua3）。"
"掛心","gua4-sim1","心裏惦記。"
"掛空名","gua4-kang2-mia5",
"掛手環","gua4-ciu1-kuan5",
"一股洪流","zit3-go1-hong2-liu5",
"洪秀全","ang2-siu4-zuan5",
"賀年片","hor3-ni2-pinn3",
"走閃","zau1-siam4",
"金光閃閃","gim2-gong1-siam1-siam4","，又口語音讀（sih1-sih2）。"
"皮鞋金閃閃","pue2-e5-gim2-sih1-sih2","皮鞋發亮。"
"閃爁","sih1-na3",
"腰骨閃着","ior2-gut2-siam4-diorh0",
"火山爆發","hue1-suann1-bok3-huat2",
"無津液","bhor2-zin2-ik1","；喻枯瘦有病。"
"手當","ciu1-dong1",
"稻穀","diu3-gok2","的總稱。"
"稻稈","diu3-guainn4",
"粟仔","cik1-a4",
"規身軀軟-sior2--sior5-","gui2-sin2-ku1-lng1-sior2-sior5","全身乏力。"
"食軟路的飯","ziah3-lng1-lo2-e2-bng2",
"講滾笑","gong1-gun1-cior3","說着玩的。"
"萬世流芳","bhan3-se3-liu2-hong1","好名譽流傳久遠。"
"鼻着芳味","pinn3-diorh3-pang2-bhi2","嗅到香味。"
"柱水","du3-zui4",
"柱油","du3-iu5",
"柱死","du3-si4","溺死。惟一般較通用的是白話音（tiau2）。"
"浩浩蕩蕩","hor3-hor2-dong3-dong2",
"蕩互清氣","dng3-ho3-cing2-ki3","用水過滌乾淨。"
"腳後肚","ka2-au3-do4",
"旗軍仔","gi2-gun2-a4",
"尾仔子","bhe1-a1-giann4","老么。"
"做尾後","zor4-bhe1-au2","在後面。"
"做尾牙","zor4-bhe1-ghe5",
"尾椎骨","bhe1-zui2-gut2",
"使目尾","sai1-bhak3-bhe4","使眼色。"
"虎頭鼠尾","ho1-tau5-cu1-bhe4",
"路尾手","lo3-bhe1-ciu4",
"順話尾","sun3-ue3-bhe4",
"一尾蛇","zit3-bhe1-zua5","一條蛇。"
"電冰箱","den3-bing2-siunn1",
"糖霜","tng2-sng1",
"朝貢","diau2-gong3","臣下向君上交納物品。"
"登基","ding2-gi1",
"登第","ding2-de2",
"上陸","ziunn3-liok1","從海上向陸地進攻，攻佔陸面。又"
"起山","ki1-suann1",
"-beh-山","beh1-suann1","爬山。"
"刊登","kan2-ding1","。用文字刊布在報紙雜誌上。"
"-ghau-敲削人","ghau2-kau2-siah1-lang5","常會挖苦別人。"
"淪鑽","lng5-zng3","很會鑽營。"
"鑽研不捨","zuan4-ghen4-but1-sia3",
"儉腸勒肚","kiam3-dng5-leh1-do2","勒緊腰帶、省吃儉用，喻節儉也。"
"偷走學","tau2-zau1-orh1",
"走脫","zau1-tuat2",
"偷走","tau2-zau4",
"遮魔","zah3-mo5",
"山尾溜","suann2-bhue1-liu1",
"紙票","zua1-pior3",
"河港","hor2-gang4",
"商港","siong2-gang4",
"細港風","se4-gang1-hong1","；小股的風。"
"尿大港","rior2-dua3-gang4","小便量多，"
"水道水大港","zui1-dor3-zui4-dua3-gang4","自來水的水量大。"
"食罪","ziah3-zue2",
"蕃薯擦簽","huan2-(zu5/zi5)-cuah1-ciam1","地瓜擦削成細條兒。"
"敢是","gann1-si2",
"莫若","bhok3-riok1",
"莫得去","bhok3-dit1-ki3","別去。"
"鑿目","cak3-bhak1",
"銃尾刀","cing4-bhue1-dor1",
"海湧","hai1-ing4",
"保守祕密","bor1-siu1-bi4-bhit1",
"有例可援","iu1-le2-kor1-uan2",
"援家庭","huann3-ga2-ding5",
"售票處","siu2-pior4-cu3",
"小賣","sior1-bhe2",
"拋售","pau2-siu5","大量賣出商品。"
"證券","zing4-(gng3/guan3)","股份公司股東所持有的股份的票據。"
"甘煞","gam2-suah2",
"甘草末","gam2-cor1-bhuah1","甘草的粉末。"
"毋甘用","m3-gam2-iong2","捨不得用。"
"睏衫","kun4-sann1",
"瞌睡","ga2-zue2",
"歹睏","(pai1/painn1)-kun3","睡態不好。"
"囝仔時陣","ghin1-a1-si2-zun2",
"頑童","ghuan2-dong5","頑皮的兒童。"
"乩童","gi2-dong5",
"鑄字模仔","zu4-ri2-bho2-a4",
"赴湯蹈火","hu4-tong1-dor3-honn4","，一般多通用白話音（tng2）。"
"休息","hiu2-sik2",
"歇睏","hiorh1-kun3",
"匯款","hue3-kuan4",
"匯錢","hue3-zinn5",
"彙音","ui3-im1",
"彙集","ui3-zip1",
"詞彙","su2-ui2",
"炸彈","za4-dan5",
"爆炸","bok3-za3","物體急劇膨脹而破裂，引起氣壓變化並產生巨響。"
"油炸粿","iu2-zia3-gue4","油條。"
"賢哲","hen2-det2","有智慧學問的人。"
"旺季","ong3-gui3",
"鹹淡","giam2-dann2","口味重。"
"味淡","bhi3-ziann4","，〔ziann4〕字又作"
"無-ziann-無味","bhor2-ziann1-bhor2-bhi2","；沒鹽、沒味道。"
"尖端科學","ziam2-duan2-kor2-hak1",
"開破","kui2-pua3",
"開嘴","kui2-cui3",
"起行","ki1-giann5",
"陷竭","kam3-keh1","，衰竭之意，一般多通用文言音（ham2）。"
"陷空","ham3-kang1",
"柴扉","cai2-hui1","，一般大多通用白話音（ca5）。"
"木屐","bhak3-giah1",
"目〔睭〕珠柴柴","bhak3-ziu1-ca2-ca5","眼睛呆滯。"
"一箍柴柴","zit3-ko1-ca2-ca5","身體笨拙行動呆滯。"
"呈送","tiann2-sang3","等，一般多通用文言音（ting5）。"
"徒勞無功","do2-lor5-bhu2-gong1",
"步輦","bo3-len4",
"再傳弟子","zai4-tuan5-de3-zu4",
"酒鬼","ziu1-gui4",
"目屎","bhak3-sai4",
"目油","bhak3-iu5","的通稱。"
"無血無目屎","bhor2-hueh2-bhor2-bhak3-sai4","喻冷酷無情。"
"略略仔","liorh3-liorh1-a4",
"小等","sior1-dan4",
"得意忘形","dik1-i3-bhong3-hing5",
"-(bhe/bhue)-記","bhue3-gi3",
"白皮書","(bik3/beh3)-pue2-su1",
"連累","len2-lui2",
"洞空","dong3-kang1",
"新娘房","sin2-niu2-bang5",
"龜洞","gu2-dang2",
"講課","gang1-kor3",
"波平如鏡","por2-bing5-ru2-ging3","水面平靜如鏡子。"
"泛鏡","ham4-giann3",
"壯麗","zong4-le2",
"壯烈犧牲","zong4-let3-hi2-sing1",
"利劍劍","lai3-giam4-giam3",
"前鋒","zen2-hong1","戰爭時打頭陣的軍隊。"
"無影無跡","bhor2-iann1-bhor2-ziah2",
"假空","ge1-kang1",
"荏弱","lam1-riok1",
"謙卑","kiam2-bi1",
"顧謙","go4-kiam1",
"彎蹺","uan2-kiau1",
"彎斡","uan2-uat2",
"肉幼仔","bhah1-iu1-a4","肉屑。"
"工夫真幼路","gang2-hu1-zin2-iu4-lo2","工夫很精巧。"
"皮膚幼麵麵","pue2-hu1-iu4-mi3-mi2",
"枝骨仔幼秀","gi2-gut1-a4-iu4-siu3","體格苗條。"
"生做幼秀","senn2-zor4-iu4-siu3","長得秀氣有教養。"
"男女老幼","lam2-lu4-lor1-iu3",
"窗明几淨","cong2-bhing5-gi1-zing2","窗子光亮小桌子乾淨。在台語裡通常被訓用為〔tang〕的漢字，其實台語（tang1）另寫作"
"紀綱","gi1-gang1","規矩、道理，如"
"照紀綱來","ziau4-gi1-gang2-lai5","即照規定、按步就班，不馬虎。"
"烏白使弄","o2-beh3-sai1-long2","胡亂煽動。"
"創治","cong4-di2",
"創景","cong4-ging4",
"僕隸","pok1-le2","供人使喚，沒有自由的人。"
"無疑伊會來","bhor2-ghi5-i2-e3-lai5","沒想到他會來。"
"僥疑","ghiau2-ghi5","亦作"
"邀疑","iau2-ghi5",
"宮掖","giong2-ik1",
"媽祖宮","ma1-zo1-ging1","，奉祀媽祖的建築物。"
"床母","cng2-bhor4","照料嬰兒的女神。"
"姊夫","zi1-hu1",
"姊妹","zi1-muai2",
"震懾敵人","zin1-liap1-dik3-rin5",
"足受氣","ziok1-siu3-ki3",
"振動","din1-(dang2/zin1)-dong2",
"地動","de3-dang2",
"妖魔鬼怪","iau2-mo2-gui1-guai3",
"佫卡","gorh1-kah2",
"膜拜","bhok3-bai3","跪在地上舉雙手虔誠地敬禮。"
"違心之論","ui2-sim1-zi2-lun2",
"插雜","cap1-zap1",
"魚肉照夾","hi2-bhah2-ziau4-gah2","魚跟肉照分量配搭。"
"腰肢","ior2-gi1","腰桿子意為靠山。"
"褲帶","ko4-dua3",
"老人蘇腰","lau3-lang5-so2-ior1",
"人氣","rin2-ki3",
"目珠","bhak3-ziu1","眼珠。"
"散赤","san4-ciah2",
"艱苦人","gan2-ko1-lang5",
"枝蔓","zi2-bhan2","枝節繁瑣紛雜，一般多通用白話音為（gi1）。"
"竹林","diok1-lim5","，口語音（dik2-na5），通常多用白話音（dik2）。"
"竹仔腳","dik1-a1-ka1","竹林之下。"
"竹篙","dik1-gor1",
"溝通","go2-tong1","意見的交流。"
"繩索","sing2-sorh2",
"準繩","zun1-sing5",
"兩人對繩","lng3-lang5-dui4-zin5","互相癡看。"
"回憶","hui2-ik2",
"記憶","gi4-ik2","追想過去的事。"
"憶着","it2-diorh0","；顧贍、傾愛、思念。"
"國交","gok1-gau1","國和國的交誼。"
"剩餘","sing2-i5","有訓讀為（cun1），"
"剩我一個","cun2-ghua1-zit3-e5","剩下我一個人。"
"幸福的家庭","hing3-hok1-e2-ga2-ding5",
"好佳哉","hor1-ga2-zai3",
"好佳哉","hor1-ga2-zai3",
"漿膜","ziong2-moh1","，分泌漿液的薄膜如腹膜、胸膜等，一般通用白話音（(ziunn1/zionn1)）。"
"豆奶","dau3-ling1",
"橋欄","gior2-nua5",
"牛欄","ghu2-nua5","養牛用的圈兒，口語說"
"牛牢","ghu2-(liau5/diau5)",
"截路","zah3-lo2",
"相攬","sior2-lam4","抱在一起。"
"窒滇","tat1-dinn2",
"牙科","gha2-kor1",
"牙床","gha2-cong5","，又音（ghe2-cng5），一般較通用白話音（ghe5）。"
"齒科","ki1-kor1","才對。"
"暴齒","bok1-ki4","，或喻好辯。"
"頭牙","tau2-ghe5","，16為"
"尾牙","bhue1-ghe5",
"無禮無數","bhor2-le1-bhor2-so3","不懂禮貌。"
"毋免厚禮","m3-bhen1-gau3-le4","不必多禮。"
"行生分禮","giann2-(senn2/sinn2)-hun3-le4","過分客氣、多禮，"
"花痕","hue2-hun5",
"放煞","bang4-suah2",
"罷罷了","ba3-ba2-liau0","算了！不再深究了，口語說"
"煞去","suah2-ki0",
"呼呃仔","ko2-eh1-a4","呃有作噎。"
"拍火車","pah1-hue1-cia1","消防車。"
"拍輸","pah1-su1",
"拍契約","pah1-ke4-iok2",
"拍結球","pah1-gat1-giu5","纏繞成團，如"
"線拍結球","suann3-pah1-gat1-giu5",
"心肝拍結球","sim2-guann1-pah1-gat1-giu5","心悶不開。"
"拍拳賣膏藥","pah1-gun5-bhe3-gor2-iorh1",
"重拍起","ding2-pah1-ki4","從頭重來。"
"拍歹身體","pah1-painn1-sin2-te4","搞壞身體。"
"拍破姻緣","pah1-pua4-in2-en5","破壞婚事。"
"買車票","bhe1-cia2-pior3",
"咱們","lan4",
"喊雞","hiam4-ge1",
"喊豬","hiam4-di1",
"喊狗","hiam4-gau4",
"喝口號","huah1-kau1-hor2",
"袖珍字典","siu4-zin1-ri3-den4","小型字典。"
"塵埃","din2-ai1",
"埃及","ai2-gip2","北非洲國名。"
"揚埃","ing2-ia1","塵土飛揚。"
"出勤查姥","cut1-kin2-za2-bho4","指在酒家上班的女人。"
"臭火烙","cau4-hue1-lo2",
"着急","diorh3-gip2",
"鑽入","zng5-rip1",
"潛心研究台語","ciam2-sim1-ghiang1-giu4-dai2-(ghi4/ghu4)",
"潛水艇","ciam2-zui1-ding5",
"伍萬箍","gho3-bhan3-ko1","五萬塊錢。"
"兼愛非攻","giam2-ai3-hui2-gong1",
"墨賊","bhak3-zat1","又比它小的"
"-sor-管","sor1-gng5",
"墨斗魚","bhak3-dau1-hi5",
"烏墨汁","o2-bhak3-ziap2",
"烏墨水","o2-bhak3-zui4",
"屎愈掩愈臭","sai4-ru1-am1-ru1-cau3",
"食緊弄破碗","ziah3-gin4-long4-pua4-uann4","緊即快也，弄即碰也。"
"-tinn-合","tinn3-hap1",
"-tinn-倚來","tinn3-ua4-lai0","縫合起來。"
"補-tinn-","bo1-tinn2","把破洞補起來，裂開的地方縫合起來。"
"無縫鋼管","bhu2-hong3-gng5-guan4","一般較通用白話音（pang2）。"
"空仔縫","kang2-a1-pang2",
"姓氏","sing4-si2","，一般多通用白話音（(senn3/sinn3)）。"
"老百姓","lau3-beh1-sinn3",
"刊載","kan2-zai3",
"精神飽滿","zing2-sin5-bau1-bhuan4",
"食飽睏睏飽食","ziah3-ba1-kun3-kun4-ba1-ziah1","即光吃飯睡覺，無所事事。"
"芎蕉足飽水","gin2-zior1-ziok1-ba1-zui4","香蕉結實得很好。"
"猶未飽水","iau1-bhue3-ba1-zui4","還沒紮實兒。"
"若像","na1-(ciunn2/cionn2)",
"親像","cin2-(ciunn2/cionn2)",
